"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 01 18:23:07 MSK 2020","Tue Dec 01 18:23:45 MSK 2020","37373","","История операций - интеграционные тесты","","История операций - интеграционные тесты","Успешное открытие квитанции платежа","Успешное открытие квитанции платежа",""
"passed","Tue Dec 01 18:11:35 MSK 2020","Tue Dec 01 18:11:43 MSK 2020","8342","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - без телефона","Ошибка при входе по продукту - без телефона",""
"skipped","Tue Dec 01 18:30:27 MSK 2020","Tue Dec 01 18:30:27 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Хочу другие условия""","Отказ от предложения с выбором причины ""Хочу другие условия""",""
"skipped","Tue Dec 01 18:11:26 MSK 2020","Tue Dec 01 18:11:26 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - блокировка при превышении попыток ввода неверного кода подтверждения","Ошибка при входе по логину/паролю - блокировка при превышении попыток ввода неверного кода подтверждения",""
"passed","Tue Dec 01 17:20:05 MSK 2020","Tue Dec 01 17:21:47 MSK 2020","102750","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)",""
"skipped","Tue Dec 01 18:30:27 MSK 2020","Tue Dec 01 18:30:27 MSK 2020","0","","ChangePhoneForm integration test","","ChangePhoneForm integration test","Смена номера телефона через email и повторная смена через телефон","Смена номера телефона через email и повторная смена через телефон",""
"passed","Tue Dec 01 18:03:43 MSK 2020","Tue Dec 01 18:04:03 MSK 2020","20583","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с возможностью частичного снятия","Пользователю отображается список вкладов с возможностью частичного снятия",""
"passed","Tue Dec 01 18:25:38 MSK 2020","Tue Dec 01 18:26:03 MSK 2020","24318","","Витрина карт","","Витрина карт","Проверка отсутствия выбора офиса и вывод ошибки при отсутствии офисов","Проверка отсутствия выбора офиса и вывод ошибки при отсутствии офисов",""
"passed","Tue Dec 01 17:41:52 MSK 2020","Tue Dec 01 17:44:33 MSK 2020","160344","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Людям","Проверить в ленте операций отображение операции перевода В другой банк - Людям",""
"passed","Tue Dec 01 18:10:22 MSK 2020","Tue Dec 01 18:10:38 MSK 2020","15541","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по продукту через карту/телефон","Успешный вход по продукту через карту/телефон",""
"passed","Tue Dec 01 18:15:33 MSK 2020","Tue Dec 01 18:15:45 MSK 2020","12100","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","Должен отображаться маркер нотификации возле кнопки сообщений","Должен отображаться маркер нотификации возле кнопки сообщений",""
"passed","Tue Dec 01 18:09:47 MSK 2020","Tue Dec 01 18:09:59 MSK 2020","12222","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по логину/паролю","Успешный вход по логину/паролю",""
"failed","Tue Dec 01 17:10:12 MSK 2020","Tue Dec 01 17:13:36 MSK 2020","204332","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Проверить в ленте операций отображение оплаты ЖКУ (с карты)","Проверить в ленте операций отображение оплаты ЖКУ (с карты)",""
"passed","Tue Dec 01 18:02:29 MSK 2020","Tue Dec 01 18:02:35 MSK 2020","5621","","Интеграционные тесты входа в приложение только для Firefox","","Интеграционные тесты входа в приложение только для Firefox","Вставка номера телефона из буфера обмена","Вставка номера телефона из буфера обмена",""
"passed","Tue Dec 01 17:13:37 MSK 2020","Tue Dec 01 17:14:00 MSK 2020","23268","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Должна отображаться ошибка при вводе номера карты","Должна отображаться ошибка при вводе номера карты",""
"skipped","Tue Dec 01 18:30:27 MSK 2020","Tue Dec 01 18:30:27 MSK 2020","0","","ChangeEmailForm integration test","","ChangeEmailForm integration test","Установка email","Установка email",""
"passed","Tue Dec 01 18:02:35 MSK 2020","Tue Dec 01 18:02:56 MSK 2020","20795","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе выбранной валюты","Пользователю отображается список вкладов на основе выбранной валюты",""
"passed","Tue Dec 01 17:19:15 MSK 2020","Tue Dec 01 17:19:34 MSK 2020","19643","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Должна отображаться ошибка при вводе номера карты","Должна отображаться ошибка при вводе номера карты",""
"passed","Tue Dec 01 18:03:22 MSK 2020","Tue Dec 01 18:03:43 MSK 2020","21210","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе суммы вклада","Пользователю отображается список вкладов на основе суммы вклада",""
"passed","Tue Dec 01 18:26:03 MSK 2020","Tue Dec 01 18:26:18 MSK 2020","15075","","Витрина карт","","Витрина карт","Просмотр витрины карт - витрина не пустая","Просмотр витрины карт - витрина не пустая",""
"passed","Tue Dec 01 18:22:30 MSK 2020","Tue Dec 01 18:22:41 MSK 2020","11260","","Бонусная система рыбки - баланс - интеграционные тесты Отображение 0 рыбок","","Бонусная система рыбки - баланс - интеграционные тесты Отображение 0 рыбок","Баланс должен быть 0","Баланс должен быть 0",""
"passed","Tue Dec 01 18:16:22 MSK 2020","Tue Dec 01 18:16:43 MSK 2020","21125","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","Должен успешно пройти подтверждение паспортных данных","Должен успешно пройти подтверждение паспортных данных",""
"passed","Tue Dec 01 16:58:04 MSK 2020","Tue Dec 01 17:00:03 MSK 2020","118191","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Выгрузка квитанции на email успешной оплаты Мобильной связи Yota (со счета)","Выгрузка квитанции на email успешной оплаты Мобильной связи Yota (со счета)",""
"passed","Tue Dec 01 17:55:36 MSK 2020","Tue Dec 01 17:56:27 MSK 2020","51175","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Проверить в ленте операций отображение операции перевода SWIFT (со счета)","Проверить в ленте операций отображение операции перевода SWIFT (со счета)",""
"passed","Tue Dec 01 18:15:45 MSK 2020","Tue Dec 01 18:16:03 MSK 2020","18259","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","Должен отображаться маркер нотификации возле раздела профиля Персональные сведения","Должен отображаться маркер нотификации возле раздела профиля Персональные сведения",""
"passed","Tue Dec 01 18:12:06 MSK 2020","Tue Dec 01 18:12:14 MSK 2020","7636","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - не верный продукт/телефон","Ошибка при входе по продукту - не верный продукт/телефон",""
"passed","Tue Dec 01 18:24:55 MSK 2020","Tue Dec 01 18:25:16 MSK 2020","21497","","DocumentsCard integration tests","","DocumentsCard integration tests","Манипуляции с документом должны пройти успешно","Манипуляции с документом должны пройти успешно",""
"failed","Tue Dec 01 17:03:16 MSK 2020","Tue Dec 01 17:06:46 MSK 2020","209247","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Выгрузка квитанции со страницы успешного оплаты ЖКУ (с карты)","Выгрузка квитанции со страницы успешного оплаты ЖКУ (с карты)",""
"passed","Tue Dec 01 17:56:57 MSK 2020","Tue Dec 01 17:57:25 MSK 2020","28315","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие накопительного счета в долларах с 0 долларов","Открытие накопительного счета в долларах с 0 долларов",""
"failed","Tue Dec 01 17:14:21 MSK 2020","Tue Dec 01 17:15:57 MSK 2020","95538","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Успешный перевод с верифицированным номером телефона","Успешный перевод с верифицированным номером телефона",""
"passed","Tue Dec 01 18:16:03 MSK 2020","Tue Dec 01 18:16:22 MSK 2020","18692","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","Должен отображаться текст нотификации устаревшего паспорта в разделе профиля Персональные сведения","Должен отображаться текст нотификации устаревшего паспорта в разделе профиля Персональные сведения",""
"passed","Tue Dec 01 17:56:28 MSK 2020","Tue Dec 01 17:56:57 MSK 2020","29268","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие накопительного счета в рублях c 0 рублей","Открытие накопительного счета в рублях c 0 рублей",""
"failed","Tue Dec 01 17:44:59 MSK 2020","Tue Dec 01 17:45:26 MSK 2020","26714","","Переводы в другой банк организациям - интеграционные тесты","","Переводы в другой банк организациям - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Организациям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Организациям",""
"passed","Tue Dec 01 17:34:37 MSK 2020","Tue Dec 01 17:36:24 MSK 2020","106978","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"passed","Tue Dec 01 18:26:59 MSK 2020","Tue Dec 01 18:27:15 MSK 2020","16746","","Витрина карт Обработка ошибки проверки дубликатов","","Витрина карт Обработка ошибки проверки дубликатов","Проверка активности кнопки Оформить карту при ошибке проверки дубликатов","Проверка активности кнопки Оформить карту при ошибке проверки дубликатов",""
"skipped","Tue Dec 01 18:30:27 MSK 2020","Tue Dec 01 18:30:27 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Мне не интересно""","Отказ от предложения с выбором причины ""Мне не интересно""",""
"passed","Tue Dec 01 18:13:50 MSK 2020","Tue Dec 01 18:15:16 MSK 2020","86633","","Изменение настроек уведомлений - интеграционные тесты","","Изменение настроек уведомлений - интеграционные тесты","Выключение уведомлений должно работать корректно","Выключение уведомлений должно работать корректно",""
"passed","Tue Dec 01 18:07:56 MSK 2020","Tue Dec 01 18:08:48 MSK 2020","52691","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","В другой банк","В другой банк",""
"failed","Tue Dec 01 17:19:34 MSK 2020","Tue Dec 01 17:19:40 MSK 2020","5993","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Должна отображаться корректная ошибка при изменении номера карты","Должна отображаться корректная ошибка при изменении номера карты",""
"passed","Tue Dec 01 18:11:18 MSK 2020","Tue Dec 01 18:11:26 MSK 2020","8269","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - неверный логин, но верный пароль","Ошибка при входе по логину/паролю - неверный логин, но верный пароль",""
"passed","Tue Dec 01 18:12:24 MSK 2020","Tue Dec 01 18:13:50 MSK 2020","85402","","Изменение настроек уведомлений - интеграционные тесты","","Изменение настроек уведомлений - интеграционные тесты","Включение уведомлений должно работать корректно","Включение уведомлений должно работать корректно",""
"passed","Tue Dec 01 18:21:03 MSK 2020","Tue Dec 01 18:21:37 MSK 2020","33893","","Security integration tests","","Security integration tests","Создание пароля через профиль у клиента с неверефицированным номером телефона","Создание пароля через профиль у клиента с неверефицированным номером телефона",""
"passed","Tue Dec 01 17:36:24 MSK 2020","Tue Dec 01 17:38:02 MSK 2020","98457","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"passed","Tue Dec 01 17:57:44 MSK 2020","Tue Dec 01 17:59:27 MSK 2020","102623","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие вклада Максимальный в рублях","Открытие вклада Максимальный в рублях",""
"passed","Tue Dec 01 17:57:25 MSK 2020","Tue Dec 01 17:57:44 MSK 2020","18594","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Не должен отображаться выбор продукта при открытии накопительного счета в 0 рублей","Не должен отображаться выбор продукта при открытии накопительного счета в 0 рублей",""
"passed","Tue Dec 01 18:21:37 MSK 2020","Tue Dec 01 18:21:49 MSK 2020","11529","","Бонусная система рыбки - баланс - интеграционные тесты","","Бонусная система рыбки - баланс - интеграционные тесты","Баланс должен успешно отобразиться","Баланс должен успешно отобразиться",""
"passed","Tue Dec 01 18:18:03 MSK 2020","Tue Dec 01 18:18:43 MSK 2020","39436","","NotificationsForm integration tests","","NotificationsForm integration tests","texts should have correct values","texts should have correct values",""
"failed","Tue Dec 01 18:09:59 MSK 2020","Tue Dec 01 18:10:07 MSK 2020","8028","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по логину/паролю без ввода кода подтверждения","Успешный вход по логину/паролю без ввода кода подтверждения",""
"failed","Tue Dec 01 18:27:32 MSK 2020","Tue Dec 01 18:28:59 MSK 2020","86908","","Витрина карт","","Витрина карт","Оформление карты с витрины карт и проверка на дизейбл выбора времени до выбора даты","Оформление карты с витрины карт и проверка на дизейбл выбора времени до выбора даты",""
"passed","Tue Dec 01 18:24:39 MSK 2020","Tue Dec 01 18:24:55 MSK 2020","16006","","DocumentsCard integration tests","","DocumentsCard integration tests","Должны отображаться паспортные данные","Должны отображаться паспортные данные",""
"skipped","Tue Dec 01 18:32:35 MSK 2020","Tue Dec 01 18:32:35 MSK 2020","1","","Блокировка карты перманентная - интеграционные тесты","","Блокировка карты перманентная - интеграционные тесты","Перманентная блокировка карты должна пройти успешно","Перманентная блокировка карты должна пройти успешно",""
"passed","Tue Dec 01 18:31:44 MSK 2020","Tue Dec 01 18:32:05 MSK 2020","21094","","LanguageForm integration tests","","LanguageForm integration tests","Смена языка приложения должна пройти успешно","Смена языка приложения должна пройти успешно",""
"passed","Tue Dec 01 18:29:26 MSK 2020","Tue Dec 01 18:29:50 MSK 2020","23926","","Страница пополения кредитной карты - интеграционные тесты","","Страница пополения кредитной карты - интеграционные тесты","Форма должна работать корректно","Форма должна работать корректно",""
"passed","Tue Dec 01 18:11:01 MSK 2020","Tue Dec 01 18:11:10 MSK 2020","8366","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - без пароля","Ошибка при входе по логину/паролю - без пароля",""
"failed","Tue Dec 01 17:47:10 MSK 2020","Tue Dec 01 17:47:37 MSK 2020","26620","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Перевод В другой банк - Бюджетным организациям должен выполнится успешно","Перевод В другой банк - Бюджетным организациям должен выполнится успешно",""
"skipped","Tue Dec 01 18:12:24 MSK 2020","Tue Dec 01 18:12:24 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - неверный код подтверждения","Ошибка при входе по продукту - неверный код подтверждения",""
"passed","Tue Dec 01 17:00:03 MSK 2020","Tue Dec 01 17:01:43 MSK 2020","100735","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Проверить в ленте операций отображение оплаты Мобильной связи Yota (со счета)","Проверить в ленте операций отображение оплаты Мобильной связи Yota (со счета)",""
"passed","Tue Dec 01 18:27:15 MSK 2020","Tue Dec 01 18:27:32 MSK 2020","16473","","Витрина карт Обработка ошибки проверки дубликатов","","Витрина карт Обработка ошибки проверки дубликатов","Проверка доступности страницы карты при переходе по прямой ссылке на карту с ошибкой проверки дубликатов","Проверка доступности страницы карты при переходе по прямой ссылке на карту с ошибкой проверки дубликатов",""
"passed","Tue Dec 01 18:15:17 MSK 2020","Tue Dec 01 18:15:33 MSK 2020","15571","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","Должен отображаться маркер нотификации возле кнопки входа в профиль","Должен отображаться маркер нотификации возле кнопки входа в профиль",""
"skipped","Tue Dec 01 18:30:27 MSK 2020","Tue Dec 01 18:30:27 MSK 2020","0","","Закрытие вклада - интеграционные тесты","","Закрытие вклада - интеграционные тесты","Закрытие вклада должно отрабатываться корректно","Закрытие вклада должно отрабатываться корректно",""
"passed","Tue Dec 01 17:19:40 MSK 2020","Tue Dec 01 17:20:05 MSK 2020","24187","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Не должна отображаться ошибка при вводе номера карты","Не должна отображаться ошибка при вводе номера карты",""
"skipped","Tue Dec 01 17:57:44 MSK 2020","Tue Dec 01 17:57:44 MSK 2020","0","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","should go to DepositOpenForm when: there are hidden deposits and more button in aside","should go to DepositOpenForm when: there are hidden deposits and more button in aside",""
"skipped","Tue Dec 01 18:30:21 MSK 2020","Tue Dec 01 18:30:21 MSK 2020","0","","LimitsForm integration tests","","LimitsForm integration tests","should render full progress bar after change limits(decreasing value)","should render full progress bar after change limits(decreasing value)",""
"passed","Tue Dec 01 18:18:43 MSK 2020","Tue Dec 01 18:19:59 MSK 2020","76274","","NotificationsForm integration tests","","NotificationsForm integration tests","Изменение типа нотификации должно проходить успешно","Изменение типа нотификации должно проходить успешно",""
"failed","Tue Dec 01 17:39:56 MSK 2020","Tue Dec 01 17:41:52 MSK 2020","116316","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Людям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Людям",""
"skipped","Tue Dec 01 18:11:26 MSK 2020","Tue Dec 01 18:11:26 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - неверный код подтверждения","Ошибка при входе по логину/паролю - неверный код подтверждения",""
"passed","Tue Dec 01 18:10:53 MSK 2020","Tue Dec 01 18:11:01 MSK 2020","8450","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - без логина","Ошибка при входе по логину/паролю - без логина",""
"passed","Tue Dec 01 17:49:17 MSK 2020","Tue Dec 01 17:51:20 MSK 2020","122491","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Бюджетным организациям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Бюджетным организациям",""
"passed","Tue Dec 01 18:28:59 MSK 2020","Tue Dec 01 18:29:26 MSK 2020","26550","","Платеж и общая задолженность - интеграционные тесты","","Платеж и общая задолженность - интеграционные тесты","Клиент с платежом и общей задолженностью","Клиент с платежом и общей задолженностью",""
"skipped","Tue Dec 01 18:32:05 MSK 2020","Tue Dec 01 18:32:05 MSK 2020","0","","Активация карты - интеграционные тесты","","Активация карты - интеграционные тесты","Активация карты должна проходить успешно","Активация карты должна проходить успешно",""
"passed","Tue Dec 01 18:10:07 MSK 2020","Tue Dec 01 18:10:22 MSK 2020","15131","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по продукту через паспорт/телефон","Успешный вход по продукту через паспорт/телефон",""
"passed","Tue Dec 01 18:11:10 MSK 2020","Tue Dec 01 18:11:18 MSK 2020","8375","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - нет пароля и логина","Ошибка при входе по логину/паролю - нет пароля и логина",""
"passed","Tue Dec 01 18:30:52 MSK 2020","Tue Dec 01 18:31:18 MSK 2020","25820","","Установка ПИН-кода - интеграционные тесты","","Установка ПИН-кода - интеграционные тесты","Установка ПИН-кода должна работать корректно","Установка ПИН-кода должна работать корректно",""
"passed","Tue Dec 01 18:04:03 MSK 2020","Tue Dec 01 18:04:25 MSK 2020","21443","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с возможностью пополнения","Пользователю отображается список вкладов с возможностью пополнения",""
"passed","Tue Dec 01 18:21:49 MSK 2020","Tue Dec 01 18:22:00 MSK 2020","10837","","Бонусная система рыбки - баланс - интеграционные тесты","","Бонусная система рыбки - баланс - интеграционные тесты","Баланс должен быть числом","Баланс должен быть числом",""
"skipped","Tue Dec 01 18:12:24 MSK 2020","Tue Dec 01 18:12:24 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - блокировка при превышении попыток ввода неверного кода подтверждения","Ошибка при входе по продукту - блокировка при превышении попыток ввода неверного кода подтверждения",""
"passed","Tue Dec 01 18:11:59 MSK 2020","Tue Dec 01 18:12:06 MSK 2020","7818","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - верный продукт, не верный телефон","Ошибка при входе по продукту - верный продукт, не верный телефон",""
"failed","Tue Dec 01 17:34:10 MSK 2020","Tue Dec 01 17:34:37 MSK 2020","26828","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"passed","Tue Dec 01 18:29:50 MSK 2020","Tue Dec 01 18:30:21 MSK 2020","30803","","LimitsForm integration tests","","LimitsForm integration tests","should render errors with highest limits and button should be disabled","should render errors with highest limits and button should be disabled",""
"skipped","Tue Dec 01 18:02:29 MSK 2020","Tue Dec 01 18:02:29 MSK 2020","1","","Разблокировка карты - интеграционные тесты","","Разблокировка карты - интеграционные тесты","Разблокировка должна пройти успешно","Разблокировка должна пройти успешно",""
"passed","Tue Dec 01 18:05:08 MSK 2020","Tue Dec 01 18:05:29 MSK 2020","21057","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с выплатой процентов на счет","Пользователю отображается список вкладов с выплатой процентов на счет",""
"failed","Tue Dec 01 17:39:29 MSK 2020","Tue Dec 01 17:39:56 MSK 2020","27057","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией","Выгрузка квитанции на email со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией",""
"passed","Tue Dec 01 17:51:20 MSK 2020","Tue Dec 01 17:53:13 MSK 2020","113049","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Бюджетным организациям","Проверить в ленте операций отображение операции перевода В другой банк - Бюджетным организациям",""
"failed","Tue Dec 01 17:29:04 MSK 2020","Tue Dec 01 17:31:38 MSK 2020","153863","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Tue Dec 01 18:08:48 MSK 2020","Tue Dec 01 18:09:38 MSK 2020","49431","","Проведение переводов через продукт","","Проведение переводов через продукт","При переходе по кнопке ""Назад"" в форме перевода не должен сбрасывать выбранный продукт","При переходе по кнопке ""Назад"" в форме перевода не должен сбрасывать выбранный продукт",""
