"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 02 11:04:02 MSK 2020","Mon Nov 02 11:05:48 MSK 2020","105940","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Успешный перевод с верифицированным номером телефона","Успешный перевод с верифицированным номером телефона",""
"skipped","Mon Nov 02 12:29:14 MSK 2020","Mon Nov 02 12:29:14 MSK 2020","0","","Активация карты - интеграционные тесты","","Активация карты - интеграционные тесты","Активация карты должна проходить успешно","Активация карты должна проходить успешно",""
"passed","Mon Nov 02 12:27:31 MSK 2020","Mon Nov 02 12:28:01 MSK 2020","30079","","История операций - интеграционные тесты","","История операций - интеграционные тесты","Должны отображаться кнопки в нижней части развернутой транзакции в Истории операций","Должны отображаться кнопки в нижней части развернутой транзакции в Истории операций",""
"passed","Mon Nov 02 12:23:56 MSK 2020","Mon Nov 02 12:25:37 MSK 2020","100771","","Изменение настроек уведомлений - интеграционные тесты","","Изменение настроек уведомлений - интеграционные тесты","Включение уведомлений должно работать корректно","Включение уведомлений должно работать корректно",""
"skipped","Mon Nov 02 12:33:27 MSK 2020","Mon Nov 02 12:33:27 MSK 2020","0","","Витрина карт","","Витрина карт","Оформление карты с витрины карт","Оформление карты с витрины карт",""
"passed","Mon Nov 02 11:20:58 MSK 2020","Mon Nov 02 11:22:23 MSK 2020","85410","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"passed","Mon Nov 02 11:01:20 MSK 2020","Mon Nov 02 11:01:38 MSK 2020","17998","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по продукту через паспорт/телефон","Успешный вход по продукту через паспорт/телефон",""
"skipped","Mon Nov 02 12:21:35 MSK 2020","Mon Nov 02 12:21:35 MSK 2020","1","","LimitsForm integration tests","","LimitsForm integration tests","should render no errors and button should be enabled","should render no errors and button should be enabled",""
"skipped","Mon Nov 02 12:28:42 MSK 2020","Mon Nov 02 12:28:42 MSK 2020","0","","ChangeEmailForm integration test","","ChangeEmailForm integration test","Установка email","Установка email",""
"passed","Mon Nov 02 12:29:55 MSK 2020","Mon Nov 02 12:30:38 MSK 2020","43234","","Блокировка карты временная - интеграционные тесты","","Блокировка карты временная - интеграционные тесты","Временная блокировка карты должна пройти успешно","Временная блокировка карты должна пройти успешно",""
"skipped","Mon Nov 02 12:21:59 MSK 2020","Mon Nov 02 12:21:59 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Мешает просмотру""","Отказ от предложения с выбором причины ""Мешает просмотру""",""
"passed","Mon Nov 02 11:19:25 MSK 2020","Mon Nov 02 11:20:58 MSK 2020","92755","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру телефона (с карты)","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Mon Nov 02 11:02:35 MSK 2020","Mon Nov 02 11:02:43 MSK 2020","7893","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - без продукта","Ошибка при входе по продукту - без продукта",""
"passed","Mon Nov 02 12:33:11 MSK 2020","Mon Nov 02 12:33:27 MSK 2020","16142","","Витрина карт","","Витрина карт","Просмотр витрины карт - витрина не пустая","Просмотр витрины карт - витрина не пустая",""
"passed","Mon Nov 02 11:11:59 MSK 2020","Mon Nov 02 11:13:56 MSK 2020","116875","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)",""
"passed","Mon Nov 02 12:19:31 MSK 2020","Mon Nov 02 12:21:04 MSK 2020","92816","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Проверить в ленте операций отображение оплаты ЖКУ (с карты)","Проверить в ленте операций отображение оплаты ЖКУ (с карты)",""
"passed","Mon Nov 02 11:02:20 MSK 2020","Mon Nov 02 11:02:28 MSK 2020","7881","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - нет пароля и логина","Ошибка при входе по логину/паролю - нет пароля и логина",""
"passed","Mon Nov 02 11:02:28 MSK 2020","Mon Nov 02 11:02:35 MSK 2020","7691","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - неверный логин, но верный пароль","Ошибка при входе по логину/паролю - неверный логин, но верный пароль",""
"passed","Mon Nov 02 12:22:00 MSK 2020","Mon Nov 02 12:22:14 MSK 2020","14899","","DocumentsCard integration tests","","DocumentsCard integration tests","Должны отображаться паспортные данные","Должны отображаться паспортные данные",""
"skipped","Mon Nov 02 11:02:35 MSK 2020","Mon Nov 02 11:02:35 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - неверный код подтверждения","Ошибка при входе по логину/паролю - неверный код подтверждения",""
"skipped","Mon Nov 02 11:02:35 MSK 2020","Mon Nov 02 11:02:35 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - блокировка при превышении попыток ввода неверного кода подтверждения","Ошибка при входе по логину/паролю - блокировка при превышении попыток ввода неверного кода подтверждения",""
"failed","Mon Nov 02 11:02:43 MSK 2020","Mon Nov 02 11:02:43 MSK 2020","9","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - нет продукта и телефона","Ошибка при входе по продукту - нет продукта и телефона",""
"passed","Mon Nov 02 11:33:22 MSK 2020","Mon Nov 02 11:34:56 MSK 2020","94104","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Людям","Проверить в ленте операций отображение операции перевода В другой банк - Людям",""
"failed","Mon Nov 02 11:11:04 MSK 2020","Mon Nov 02 11:11:59 MSK 2020","54732","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру карты (со счета)",""
"failed","Mon Nov 02 12:23:24 MSK 2020","Mon Nov 02 12:23:56 MSK 2020","31806","","Security integration tests","","Security integration tests","Создание пароля через профиль у клиента с неверефицированным номером телефона","Создание пароля через профиль у клиента с неверефицированным номером телефона",""
"passed","Mon Nov 02 12:28:42 MSK 2020","Mon Nov 02 12:29:14 MSK 2020","31564","","Страница пополения кредитной карты - интеграционные тесты","","Страница пополения кредитной карты - интеграционные тесты","Форма должна работать корректно","Форма должна работать корректно",""
"failed","Mon Nov 02 11:02:43 MSK 2020","Mon Nov 02 11:02:52 MSK 2020","8208","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - неверный продукт, но верный телефон","Ошибка при входе по продукту - неверный продукт, но верный телефон",""
"passed","Mon Nov 02 12:03:44 MSK 2020","Mon Nov 02 12:04:23 MSK 2020","38321","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","По номеру карты","По номеру карты",""
"passed","Mon Nov 02 12:07:15 MSK 2020","Mon Nov 02 12:08:44 MSK 2020","88568","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Выгрузка квитанции со страницы успешной оплаты Мобильной связи Yota (со счета)","Выгрузка квитанции со страницы успешной оплаты Мобильной связи Yota (со счета)",""
"passed","Mon Nov 02 11:51:42 MSK 2020","Mon Nov 02 11:52:01 MSK 2020","19430","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе суммы вклада","Пользователю отображается список вкладов на основе суммы вклада",""
"passed","Mon Nov 02 12:01:39 MSK 2020","Mon Nov 02 12:02:31 MSK 2020","51513","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие вклада в Максимальный в долларах","Открытие вклада в Максимальный в долларах",""
"passed","Mon Nov 02 12:21:36 MSK 2020","Mon Nov 02 12:21:59 MSK 2020","22999","","Платеж и общая задолженность - интеграционные тесты","","Платеж и общая задолженность - интеграционные тесты","Клиент с платежом и общей задолженностью","Клиент с платежом и общей задолженностью",""
"passed","Mon Nov 02 11:53:20 MSK 2020","Mon Nov 02 11:53:40 MSK 2020","19508","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с выплатой процентов на счет","Пользователю отображается список вкладов с выплатой процентов на счет",""
"passed","Mon Nov 02 11:52:21 MSK 2020","Mon Nov 02 11:52:40 MSK 2020","19502","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов с возможностью пополнения","Пользователю отображается список вкладов с возможностью пополнения",""
"passed","Mon Nov 02 12:21:05 MSK 2020","Mon Nov 02 12:21:35 MSK 2020","29692","","LimitsForm integration tests","","LimitsForm integration tests","should render errors with highest limits and button should be disabled","should render errors with highest limits and button should be disabled",""
"passed","Mon Nov 02 11:22:23 MSK 2020","Mon Nov 02 11:24:07 MSK 2020","103926","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"passed","Mon Nov 02 11:03:41 MSK 2020","Mon Nov 02 11:04:02 MSK 2020","21118","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Не должна отображаться ошибка при вводе номера карты","Не должна отображаться ошибка при вводе номера карты",""
"failed","Mon Nov 02 11:36:29 MSK 2020","Mon Nov 02 11:38:37 MSK 2020","127937","","Переводы в другой банк организациям - интеграционные тесты","","Переводы в другой банк организациям - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Организациям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Организациям",""
"passed","Mon Nov 02 11:52:40 MSK 2020","Mon Nov 02 11:53:00 MSK 2020","20184","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов установлены все условия","Пользователю отображается список вкладов установлены все условия",""
"passed","Mon Nov 02 11:54:23 MSK 2020","Mon Nov 02 11:54:44 MSK 2020","21541","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе набора параметров 3","Пользователю отображается список вкладов на основе набора параметров 3",""
"passed","Mon Nov 02 11:00:51 MSK 2020","Mon Nov 02 11:00:59 MSK 2020","8300","","Интеграционные тесты входа в приложение Обработка ошибок","","Интеграционные тесты входа в приложение Обработка ошибок","Должна отобразится ошибка с номером 1106","Должна отобразится ошибка с номером 1106",""
"passed","Mon Nov 02 12:34:47 MSK 2020","Mon Nov 02 12:34:57 MSK 2020","10133","","Бонусная система рыбки - баланс - интеграционные тесты","","Бонусная система рыбки - баланс - интеграционные тесты","Баланс должен быть числом","Баланс должен быть числом",""
"passed","Mon Nov 02 11:10:38 MSK 2020","Mon Nov 02 11:11:04 MSK 2020","26454","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Не должна отображаться ошибка при вводе номера карты","Не должна отображаться ошибка при вводе номера карты",""
"passed","Mon Nov 02 11:29:47 MSK 2020","Mon Nov 02 11:31:26 MSK 2020","98792","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода В другой банк - Людям","Выгрузка квитанции со страницы успешного перевода В другой банк - Людям",""
"passed","Mon Nov 02 11:01:11 MSK 2020","Mon Nov 02 11:01:20 MSK 2020","8661","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по логину/паролю без ввода кода подтверждения","Успешный вход по логину/паролю без ввода кода подтверждения",""
"passed","Mon Nov 02 11:01:51 MSK 2020","Mon Nov 02 11:02:04 MSK 2020","12842","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по продукту через счет/телефон","Успешный вход по продукту через счет/телефон",""
"passed","Mon Nov 02 11:41:48 MSK 2020","Mon Nov 02 11:43:24 MSK 2020","96872","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода В другой банк - Бюджетным организациям","Выгрузка квитанции со страницы успешного перевода В другой банк - Бюджетным организациям",""
"passed","Mon Nov 02 11:47:13 MSK 2020","Mon Nov 02 11:48:30 MSK 2020","76367","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода SWIFT (со счета)","Выгрузка квитанции со страницы успешного перевода SWIFT (со счета)",""
"passed","Mon Nov 02 12:28:01 MSK 2020","Mon Nov 02 12:28:42 MSK 2020","40736","","История операций - интеграционные тесты","","История операций - интеграционные тесты","Успешное открытие квитанции платежа","Успешное открытие квитанции платежа",""
"passed","Mon Nov 02 12:02:31 MSK 2020","Mon Nov 02 12:03:44 MSK 2020","73093","","Открытие вклада Рустащий процент - интеграционные тесты","","Открытие вклада Рустащий процент - интеграционные тесты","Открытие вклада растущий процент в рублях","Открытие вклада растущий процент в рублях",""
"passed","Mon Nov 02 12:34:31 MSK 2020","Mon Nov 02 12:34:37 MSK 2020","5593","","Интеграционные тесты входа в приложение только для Firefox","","Интеграционные тесты входа в приложение только для Firefox","Вставка номера телефона из буфера обмена","Вставка номера телефона из буфера обмена",""
"passed","Mon Nov 02 11:45:21 MSK 2020","Mon Nov 02 11:47:13 MSK 2020","112135","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Бюджетным организациям","Проверить в ленте операций отображение операции перевода В другой банк - Бюджетным организациям",""
"passed","Mon Nov 02 12:08:44 MSK 2020","Mon Nov 02 12:10:33 MSK 2020","108591","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Выгрузка квитанции на email успешной оплаты Мобильной связи Yota (со счета)","Выгрузка квитанции на email успешной оплаты Мобильной связи Yota (со счета)",""
"passed","Mon Nov 02 11:49:38 MSK 2020","Mon Nov 02 11:50:34 MSK 2020","55902","","Переводы SWIFT - интеграционные тесты","","Переводы SWIFT - интеграционные тесты","Проверить в ленте операций отображение операции перевода SWIFT (со счета)","Проверить в ленте операций отображение операции перевода SWIFT (со счета)",""
"passed","Mon Nov 02 11:02:59 MSK 2020","Mon Nov 02 11:03:06 MSK 2020","7380","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - не верный продукт/телефон","Ошибка при входе по продукту - не верный продукт/телефон",""
"passed","Mon Nov 02 12:30:39 MSK 2020","Mon Nov 02 12:30:59 MSK 2020","20380","","LanguageForm integration tests","","LanguageForm integration tests","Смена языка приложения должна пройти успешно","Смена языка приложения должна пройти успешно",""
"skipped","Mon Nov 02 11:03:16 MSK 2020","Mon Nov 02 11:03:16 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - блокировка при превышении попыток ввода неверного кода подтверждения","Ошибка при входе по продукту - блокировка при превышении попыток ввода неверного кода подтверждения",""
"failed","Mon Nov 02 11:28:23 MSK 2020","Mon Nov 02 11:29:47 MSK 2020","84142","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Проверить в ленте операций отображение операции перевода Между своими счетами (со счета на карту) с конверсией","Проверить в ленте операций отображение операции перевода Между своими счетами (со счета на карту) с конверсией",""
"passed","Mon Nov 02 11:50:35 MSK 2020","Mon Nov 02 11:50:57 MSK 2020","21441","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе выбранной валюты","Пользователю отображается список вкладов на основе выбранной валюты",""
"skipped","Mon Nov 02 12:30:59 MSK 2020","Mon Nov 02 12:30:59 MSK 2020","0","","ChangePhoneForm integration test","","ChangePhoneForm integration test","Смена номера телефона через email и повторная смена через телефон","Смена номера телефона через email и повторная смена через телефон",""
"skipped","Mon Nov 02 12:21:35 MSK 2020","Mon Nov 02 12:21:35 MSK 2020","0","","LimitsForm integration tests","","LimitsForm integration tests","should render full progress bar after change limits(decreasing value)","should render full progress bar after change limits(decreasing value)",""
"passed","Mon Nov 02 11:31:26 MSK 2020","Mon Nov 02 11:33:22 MSK 2020","116104","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Людям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Людям",""
"passed","Mon Nov 02 11:53:40 MSK 2020","Mon Nov 02 11:54:01 MSK 2020","21328","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе набора параметров 1","Пользователю отображается список вкладов на основе набора параметров 1",""
"passed","Mon Nov 02 12:06:20 MSK 2020","Mon Nov 02 12:07:15 MSK 2020","55216","","Проведение переводов через продукт","","Проведение переводов через продукт","При переходе по кнопке ""Назад"" в форме перевода не должен сбрасывать выбранный продукт","При переходе по кнопке ""Назад"" в форме перевода не должен сбрасывать выбранный продукт",""
"passed","Mon Nov 02 11:54:45 MSK 2020","Mon Nov 02 11:55:43 MSK 2020","57555","","NotificationsForm integration tests","","NotificationsForm integration tests","texts should have correct values","texts should have correct values",""
"failed","Mon Nov 02 11:26:59 MSK 2020","Mon Nov 02 11:28:23 MSK 2020","84264","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией","Выгрузка квитанции на email со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией",""
"failed","Mon Nov 02 12:17:00 MSK 2020","Mon Nov 02 12:19:31 MSK 2020","151705","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Выгрузка квитанции на email со страницы успешного оплаты ЖКУ (с карты)","Выгрузка квитанции на email со страницы успешного оплаты ЖКУ (с карты)",""
"skipped","Mon Nov 02 12:29:14 MSK 2020","Mon Nov 02 12:29:14 MSK 2020","0","","Блокировка карты перманентная - интеграционные тесты","","Блокировка карты перманентная - интеграционные тесты","Перманентная блокировка карты должна пройти успешно","Перманентная блокировка карты должна пройти успешно",""
"passed","Mon Nov 02 11:43:24 MSK 2020","Mon Nov 02 11:45:21 MSK 2020","116603","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Бюджетным организациям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Бюджетным организациям",""
"failed","Mon Nov 02 12:12:06 MSK 2020","Mon Nov 02 12:14:31 MSK 2020","144957","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Успешная оплата мобильноя связи Мегафон","Успешная оплата мобильноя связи Мегафон",""
"skipped","Mon Nov 02 12:21:59 MSK 2020","Mon Nov 02 12:21:59 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отказ от предложения с выбором причины ""Хочу другие условия""","Отказ от предложения с выбором причины ""Хочу другие условия""",""
"passed","Mon Nov 02 11:02:52 MSK 2020","Mon Nov 02 11:02:59 MSK 2020","7446","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - верный продукт, не верный телефон","Ошибка при входе по продукту - верный продукт, не верный телефон",""
"skipped","Mon Nov 02 11:03:16 MSK 2020","Mon Nov 02 11:03:16 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - неверный код подтверждения","Ошибка при входе по продукту - неверный код подтверждения",""
"passed","Mon Nov 02 12:10:33 MSK 2020","Mon Nov 02 12:12:06 MSK 2020","93058","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Проверить в ленте операций отображение оплаты Мобильной связи Yota (со счета)","Проверить в ленте операций отображение оплаты Мобильной связи Yota (со счета)",""
"passed","Mon Nov 02 11:10:05 MSK 2020","Mon Nov 02 11:10:38 MSK 2020","32165","","Переводы по номеру карты клиенту банка - интеграционные тесты","","Переводы по номеру карты клиенту банка - интеграционные тесты","Должна отображаться корректная ошибка при изменении номера карты","Должна отображаться корректная ошибка при изменении номера карты",""
"passed","Mon Nov 02 11:00:59 MSK 2020","Mon Nov 02 11:01:11 MSK 2020","11981","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по логину/паролю","Успешный вход по логину/паролю",""
"passed","Mon Nov 02 12:33:28 MSK 2020","Mon Nov 02 12:34:03 MSK 2020","35494","","Отображение кредитной карты - интеграционные тесты","","Отображение кредитной карты - интеграционные тесты","Кредитная карта должна отображаться корректно","Кредитная карта должна отображаться корректно",""
"passed","Mon Nov 02 12:25:37 MSK 2020","Mon Nov 02 12:27:00 MSK 2020","82361","","Изменение настроек уведомлений - интеграционные тесты","","Изменение настроек уведомлений - интеграционные тесты","Выключение уведомлений должно работать корректно","Выключение уведомлений должно работать корректно",""
"passed","Mon Nov 02 11:40:15 MSK 2020","Mon Nov 02 11:41:48 MSK 2020","92866","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Перевод В другой банк - Бюджетным организациям должен выполнится успешно","Перевод В другой банк - Бюджетным организациям должен выполнится успешно",""
"failed","Mon Nov 02 12:31:00 MSK 2020","Mon Nov 02 12:32:16 MSK 2020","76022","","Отображение вклада до востребования - интеграционные тесты","","Отображение вклада до востребования - интеграционные тесты","Вклад должен отображаться корректно","Вклад должен отображаться корректно",""
