"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 17 21:20:45 MSK 2020","Tue Nov 17 21:21:14 MSK 2020","29065","","Отображение POS кредита - интеграционные тесты","","Отображение POS кредита - интеграционные тесты","POS кредит должен отображаться корректно","POS кредит должен отображаться корректно",""
"passed","Tue Nov 17 21:17:13 MSK 2020","Tue Nov 17 21:17:48 MSK 2020","34759","","Security integration tests","","Security integration tests","Создание пароля через профиль у клиента с неверефицированным номером телефона","Создание пароля через профиль у клиента с неверефицированным номером телефона",""
"failed","Tue Nov 17 20:18:34 MSK 2020","Tue Nov 17 20:20:03 MSK 2020","88301","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией","Выгрузка квитанции на email со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией",""
"passed","Tue Nov 17 21:22:28 MSK 2020","Tue Nov 17 21:22:56 MSK 2020","27235","","Страница пополения кредитной карты - интеграционные тесты","","Страница пополения кредитной карты - интеграционные тесты","Форма должна работать корректно","Форма должна работать корректно",""
"passed","Tue Nov 17 20:46:18 MSK 2020","Tue Nov 17 20:46:42 MSK 2020","23169","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по продукту через карту/телефон","Успешный вход по продукту через карту/телефон",""
"skipped","Tue Nov 17 20:47:30 MSK 2020","Tue Nov 17 20:47:30 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - блокировка при превышении попыток ввода неверного пароля","Ошибка при входе по логину/паролю - блокировка при превышении попыток ввода неверного пароля",""
"passed","Tue Nov 17 21:24:18 MSK 2020","Tue Nov 17 21:25:47 MSK 2020","89044","","Установка ПИН-кода - интеграционные тесты","","Установка ПИН-кода - интеграционные тесты","Установка ПИН-кода должна работать корректно","Установка ПИН-кода должна работать корректно",""
"passed","Tue Nov 17 19:56:12 MSK 2020","Tue Nov 17 19:57:05 MSK 2020","52890","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Должна отобаржаться ошибка при превышении лимита и успешно проходить платеж без превышения","Должна отобаржаться ошибка при превышении лимита и успешно проходить платеж без превышения",""
"skipped","Tue Nov 17 21:22:57 MSK 2020","Tue Nov 17 21:22:57 MSK 2020","0","","Закрытие вклада - интеграционные тесты","","Закрытие вклада - интеграционные тесты","Закрытие вклада должно отрабатываться корректно","Закрытие вклада должно отрабатываться корректно",""
"passed","Tue Nov 17 21:10:43 MSK 2020","Tue Nov 17 21:13:15 MSK 2020","152600","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Проверить в ленте операций отображение оплаты ЖКУ (с карты)","Проверить в ленте операций отображение оплаты ЖКУ (с карты)",""
"passed","Tue Nov 17 20:45:07 MSK 2020","Tue Nov 17 20:45:32 MSK 2020","25052","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе набора параметров 3","Пользователю отображается список вкладов на основе набора параметров 3",""
"skipped","Tue Nov 17 20:47:30 MSK 2020","Tue Nov 17 20:47:30 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - блокировка при превышении попыток ввода неверного кода подтверждения","Ошибка при входе по логину/паролю - блокировка при превышении попыток ввода неверного кода подтверждения",""
"passed","Tue Nov 17 20:47:30 MSK 2020","Tue Nov 17 20:47:38 MSK 2020","7795","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - без продукта","Ошибка при входе по продукту - без продукта",""
"passed","Tue Nov 17 20:09:25 MSK 2020","Tue Nov 17 20:12:02 MSK 2020","156352","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру телефона (с карты)","Проверить в ленте операций отображение операции перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Tue Nov 17 20:56:30 MSK 2020","Tue Nov 17 20:57:06 MSK 2020","36954","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","По номеру карты","По номеру карты",""
"failed","Tue Nov 17 20:28:41 MSK 2020","Tue Nov 17 20:28:49 MSK 2020","8401","","Переводы в другой банк организациям - интеграционные тесты","","Переводы в другой банк организациям - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Организациям","Проверить в ленте операций отображение операции перевода В другой банк - Организациям",""
"failed","Tue Nov 17 20:17:07 MSK 2020","Tue Nov 17 20:18:34 MSK 2020","87539","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Выгрузка квитанции в pdf со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией","Выгрузка квитанции в pdf со страницы успешного перевода Между своими счетами (со счета на карту) с конверсией",""
"failed","Tue Nov 17 20:26:47 MSK 2020","Tue Nov 17 20:27:24 MSK 2020","36541","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Проверить в ленте операций отображение операции перевода В другой банк - Людям","Проверить в ленте операций отображение операции перевода В другой банк - Людям",""
"passed","Tue Nov 17 20:03:55 MSK 2020","Tue Nov 17 20:06:30 MSK 2020","154860","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)","Выгрузка квитанции со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Tue Nov 17 21:16:09 MSK 2020","Tue Nov 17 21:17:13 MSK 2020","64240","","Security integration tests","","Security integration tests","Изменение пароля через профиль у клиента с неверефицированным номером телефона","Изменение пароля через профиль у клиента с неверефицированным номером телефона",""
"passed","Tue Nov 17 21:27:50 MSK 2020","Tue Nov 17 21:28:05 MSK 2020","14640","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","Должен отображаться маркер нотификации возле кнопки входа в профиль","Должен отображаться маркер нотификации возле кнопки входа в профиль",""
"passed","Tue Nov 17 21:27:44 MSK 2020","Tue Nov 17 21:27:50 MSK 2020","5720","","SignUpTemplate integration tests","","SignUpTemplate integration tests","should not render links to old dbo","should not render links to old dbo",""
"passed","Tue Nov 17 21:15:28 MSK 2020","Tue Nov 17 21:15:45 MSK 2020","16429","","DocumentsCard integration tests","","DocumentsCard integration tests","Должны отображаться паспортные данные","Должны отображаться паспортные данные",""
"passed","Tue Nov 17 20:47:06 MSK 2020","Tue Nov 17 20:47:14 MSK 2020","7810","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - без пароля","Ошибка при входе по логину/паролю - без пароля",""
"failed","Tue Nov 17 20:28:05 MSK 2020","Tue Nov 17 20:28:41 MSK 2020","35550","","Переводы в другой банк организациям - интеграционные тесты","","Переводы в другой банк организациям - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Организациям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Организациям",""
"passed","Tue Nov 17 20:47:45 MSK 2020","Tue Nov 17 20:47:53 MSK 2020","7660","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по продукту - нет продукта и телефона","Ошибка при входе по продукту - нет продукта и телефона",""
"passed","Tue Nov 17 20:45:33 MSK 2020","Tue Nov 17 20:45:42 MSK 2020","8549","","Интеграционные тесты входа в приложение Обработка ошибок","","Интеграционные тесты входа в приложение Обработка ошибок","Должна отобразится ошибка с номером 1106","Должна отобразится ошибка с номером 1106",""
"passed","Tue Nov 17 19:55:18 MSK 2020","Tue Nov 17 19:56:12 MSK 2020","53558","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Успешный перевод с неверифицированным номером телефона","Успешный перевод с неверифицированным номером телефона",""
"passed","Tue Nov 17 19:51:46 MSK 2020","Tue Nov 17 19:52:26 MSK 2020","40217","","NotificationsForm integration tests","","NotificationsForm integration tests","texts should have correct values","texts should have correct values",""
"passed","Tue Nov 17 19:53:39 MSK 2020","Tue Nov 17 19:54:03 MSK 2020","23491","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Должна отображаться ошибка при вводе номера карты","Должна отображаться ошибка при вводе номера карты",""
"skipped","Tue Nov 17 21:15:28 MSK 2020","Tue Nov 17 21:15:28 MSK 2020","0","","Проверка карточек продуктов-призраков по Вкладам","","Проверка карточек продуктов-призраков по Вкладам","Отклик на предложение ""Мне интересно""","Отклик на предложение ""Мне интересно""",""
"passed","Tue Nov 17 21:15:45 MSK 2020","Tue Nov 17 21:16:08 MSK 2020","23656","","DocumentsCard integration tests","","DocumentsCard integration tests","Манипуляции с документом должны пройти успешно","Манипуляции с документом должны пройти успешно",""
"passed","Tue Nov 17 20:43:09 MSK 2020","Tue Nov 17 20:43:33 MSK 2020","23418","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов установлены все условия","Пользователю отображается список вкладов установлены все условия",""
"passed","Tue Nov 17 20:13:33 MSK 2020","Tue Nov 17 20:15:33 MSK 2020","119858","","Переводы по номеру счета клиенту банка - интеграционные тесты","","Переводы по номеру счета клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру счета (с CASH-кредита)",""
"skipped","Tue Nov 17 20:47:30 MSK 2020","Tue Nov 17 20:47:30 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - верный логин, но неверный пароль","Ошибка при входе по логину/паролю - верный логин, но неверный пароль",""
"failed","Tue Nov 17 20:27:24 MSK 2020","Tue Nov 17 20:28:05 MSK 2020","41326","","Переводы в другой банк организациям - интеграционные тесты","","Переводы в другой банк организациям - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода В другой банк - Организациям","Выгрузка квитанции со страницы успешного перевода В другой банк - Организациям",""
"passed","Tue Nov 17 19:54:03 MSK 2020","Tue Nov 17 19:54:28 MSK 2020","24937","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Не должна отображаться ошибка при вводе номера карты","Не должна отображаться ошибка при вводе номера карты",""
"passed","Tue Nov 17 21:15:09 MSK 2020","Tue Nov 17 21:15:26 MSK 2020","16990","","Витрина карт Обработка ошибки проверки дубликатов","","Витрина карт Обработка ошибки проверки дубликатов","Проверка доступности страницы карты при переходе по прямой ссылке на карту с ошибкой проверки дубликатов","Проверка доступности страницы карты при переходе по прямой ссылке на карту с ошибкой проверки дубликатов",""
"passed","Tue Nov 17 21:30:43 MSK 2020","Tue Nov 17 21:31:21 MSK 2020","38371","","Кредитная карта - выписки - интеграционные тесты","","Кредитная карта - выписки - интеграционные тесты","Документ выписки должен успешно выгрузится","Документ выписки должен успешно выгрузится",""
"passed","Tue Nov 17 21:26:12 MSK 2020","Tue Nov 17 21:26:41 MSK 2020","28349","","Отображение кредитной карты - интеграционные тесты","","Отображение кредитной карты - интеграционные тесты","Кредитная карта должна отображаться корректно","Кредитная карта должна отображаться корректно",""
"passed","Tue Nov 17 20:44:42 MSK 2020","Tue Nov 17 20:45:07 MSK 2020","25048","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе набора параметров 2","Пользователю отображается список вкладов на основе набора параметров 2",""
"passed","Tue Nov 17 21:22:57 MSK 2020","Tue Nov 17 21:23:29 MSK 2020","32343","","Блокировка карты временная - интеграционные тесты","","Блокировка карты временная - интеграционные тесты","Временная блокировка карты должна пройти успешно","Временная блокировка карты должна пройти успешно",""
"failed","Tue Nov 17 20:20:03 MSK 2020","Tue Nov 17 20:21:29 MSK 2020","86457","","Переводы между своими счетами - интеграционные тесты","","Переводы между своими счетами - интеграционные тесты","Проверить в ленте операций отображение операции перевода Между своими счетами (со счета на карту) с конверсией","Проверить в ленте операций отображение операции перевода Между своими счетами (со счета на карту) с конверсией",""
"failed","Tue Nov 17 21:14:09 MSK 2020","Tue Nov 17 21:14:35 MSK 2020","25980","","Витрина карт","","Витрина карт","Проверка активности кнопки Оформить карту при повторном возвращении на страницу витрины карты","Проверка активности кнопки Оформить карту при повторном возвращении на страницу витрины карты",""
"passed","Tue Nov 17 20:46:42 MSK 2020","Tue Nov 17 20:46:57 MSK 2020","15523","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по продукту через счет/телефон","Успешный вход по продукту через счет/телефон",""
"passed","Tue Nov 17 20:30:38 MSK 2020","Tue Nov 17 20:32:26 MSK 2020","107822","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Выгрузка квитанции со страницы успешного перевода В другой банк - Бюджетным организациям","Выгрузка квитанции со страницы успешного перевода В другой банк - Бюджетным организациям",""
"passed","Tue Nov 17 21:28:58 MSK 2020","Tue Nov 17 21:29:20 MSK 2020","22162","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","","Интеграционные тесты нотификации смены паспортных данных Интеграционные тесты при наличии оффера","Должен успешно пройти подтверждение паспортных данных","Должен успешно пройти подтверждение паспортных данных",""
"passed","Tue Nov 17 21:23:30 MSK 2020","Tue Nov 17 21:23:51 MSK 2020","21206","","LanguageForm integration tests","","LanguageForm integration tests","Смена языка приложения должна пройти успешно","Смена языка приложения должна пройти успешно",""
"passed","Tue Nov 17 21:23:52 MSK 2020","Tue Nov 17 21:24:17 MSK 2020","24958","","Отображение вклада - интеграционные тесты","","Отображение вклада - интеграционные тесты","Вклад должен отображаться корректно","Вклад должен отображаться корректно",""
"skipped","Tue Nov 17 21:22:56 MSK 2020","Tue Nov 17 21:22:56 MSK 2020","0","","Блокировка карты перманентная - интеграционные тесты","","Блокировка карты перманентная - интеграционные тесты","Перманентная блокировка карты должна пройти успешно","Перманентная блокировка карты должна пройти успешно",""
"passed","Tue Nov 17 21:07:51 MSK 2020","Tue Nov 17 21:10:43 MSK 2020","171382","","PaymentForm - ЖКУ - integration tests","","PaymentForm - ЖКУ - integration tests","Выгрузка квитанции на email со страницы успешного оплаты ЖКУ (с карты)","Выгрузка квитанции на email со страницы успешного оплаты ЖКУ (с карты)",""
"passed","Tue Nov 17 20:50:08 MSK 2020","Tue Nov 17 20:52:14 MSK 2020","126531","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие вклада Максимальный в рублях","Открытие вклада Максимальный в рублях",""
"passed","Tue Nov 17 21:01:06 MSK 2020","Tue Nov 17 21:03:02 MSK 2020","116081","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Выгрузка квитанции на email успешной оплаты Мобильной связи Yota (со счета)","Выгрузка квитанции на email успешной оплаты Мобильной связи Yota (со счета)",""
"passed","Tue Nov 17 21:04:41 MSK 2020","Tue Nov 17 21:06:11 MSK 2020","90088","","PaymentForm - Rapida - integration tests","","PaymentForm - Rapida - integration tests","Успешная оплата мобильноя связи Мегафон","Успешная оплата мобильноя связи Мегафон",""
"passed","Tue Nov 17 20:28:49 MSK 2020","Tue Nov 17 20:30:38 MSK 2020","109338","","Переводы в другой банк в бюджет - интеграционные тесты","","Переводы в другой банк в бюджет - интеграционные тесты","Перевод В другой банк - Бюджетным организациям должен выполнится успешно","Перевод В другой банк - Бюджетным организациям должен выполнится успешно",""
"passed","Tue Nov 17 20:41:10 MSK 2020","Tue Nov 17 20:42:01 MSK 2020","50714","","Депозиты - Калькулятор - интеграционные тесты","","Депозиты - Калькулятор - интеграционные тесты","Пользователю отображается список вкладов на основе выбранного срока","Пользователю отображается список вкладов на основе выбранного срока",""
"skipped","Tue Nov 17 21:22:57 MSK 2020","Tue Nov 17 21:22:57 MSK 2020","0","","Активация карты - интеграционные тесты","","Активация карты - интеграционные тесты","Активация карты должна проходить успешно","Активация карты должна проходить успешно",""
"passed","Tue Nov 17 20:57:48 MSK 2020","Tue Nov 17 20:58:42 MSK 2020","54452","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","","Проведение переводов через продукт Сохранение продукта при переходе по закладкам в переводе","В другой банк","В другой банк",""
"skipped","Tue Nov 17 20:47:30 MSK 2020","Tue Nov 17 20:47:30 MSK 2020","0","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Ошибка при входе по логину/паролю - неверный код подтверждения","Ошибка при входе по логину/паролю - неверный код подтверждения",""
"passed","Tue Nov 17 20:46:04 MSK 2020","Tue Nov 17 20:46:18 MSK 2020","14435","","Интеграционные тесты входа в приложение","","Интеграционные тесты входа в приложение","Успешный вход по продукту через паспорт/телефон","Успешный вход по продукту через паспорт/телефон",""
"passed","Tue Nov 17 20:06:30 MSK 2020","Tue Nov 17 20:09:25 MSK 2020","175575","","Переводы по номеру телефона клиенту банка - интеграционные тесты","","Переводы по номеру телефона клиенту банка - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)","Выгрузка квитанции на email со страницы успешного перевода Клиенту ОТП-банка по номеру телефона (с карты)",""
"passed","Tue Nov 17 20:52:14 MSK 2020","Tue Nov 17 20:53:29 MSK 2020","74289","","Открытие накопительного счета - интеграционные тесты","","Открытие накопительного счета - интеграционные тесты","Открытие вклада в Максимальный в долларах","Открытие вклада в Максимальный в долларах",""
"passed","Tue Nov 17 19:54:28 MSK 2020","Tue Nov 17 19:55:18 MSK 2020","50825","","Переводы по номеру карты - интеграционные тесты","","Переводы по номеру карты - интеграционные тесты","Успешный перевод с верифицированным номером телефона","Успешный перевод с верифицированным номером телефона",""
"failed","Tue Nov 17 20:25:51 MSK 2020","Tue Nov 17 20:26:47 MSK 2020","56012","","Переводы в другой банк физическим лицам - интеграционные тесты","","Переводы в другой банк физическим лицам - интеграционные тесты","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Людям","Выгрузка квитанции на email со страницы успешного перевода В другой банк - Людям",""
"passed","Tue Nov 17 21:21:15 MSK 2020","Tue Nov 17 21:21:44 MSK 2020","29823","","История операций - интеграционные тесты","","История операций - интеграционные тесты","Должны отображаться кнопки в нижней части развернутой транзакции в Истории операций","Должны отображаться кнопки в нижней части развернутой транзакции в Истории операций",""
"skipped","Tue Nov 17 21:13:51 MSK 2020","Tue Nov 17 21:13:51 MSK 2020","0","","LimitsForm integration tests","","LimitsForm integration tests","should render full progress bar after change limits(decreasing value)","should render full progress bar after change limits(decreasing value)",""
"passed","Tue Nov 17 21:25:47 MSK 2020","Tue Nov 17 21:26:12 MSK 2020","24463","","Разблокировка карты - интеграционные тесты","","Разблокировка карты - интеграционные тесты","Разблокировка должна пройти успешно","Разблокировка должна пройти успешно",""
"failed","Tue Nov 17 21:31:22 MSK 2020","Tue Nov 17 21:31:28 MSK 2020","6792","","Интеграционные тесты входа в приложение только для Firefox","","Интеграционные тесты входа в приложение только для Firefox","Вставка номера телефона из буфера обмена","Вставка номера телефона из буфера обмена",""
